ReqComments,ID,Title,HP Surgeon,Date of HP Surgery,PI,LabTracks Requestor,Procedure,Surgery Status,Project ID,IACUC Protocol,DateRangeStart,DateRangeEnd,Light Cycle,LIMs Required,Lims Project Code,LIMStaskflow,LabTracks Group,MID,Pedigree Name,Cage,Sex,Date of Birth,HP Work Station,HP Weight before,HP Weight after,HP Iso Duration,HP Recovery,HP Iso Level,Headpost Type,HP Location,Bregma to Lambda,HP Perferations,HP M/L,HP A/P,HP Diameter,HP Durotomy,Previously Injected,1st Round Inj Surgeon,Date 1st Round Injections,1st Round Inj Workstation,1st Round Inj Weight Before,1st Round Inj Weight After,1st Round Inj Iso Duration,1st Round Inj Iso Level,1st Inj Recovery,2nd Round Inj Surgeon,Date 2nd Round Injections,2nd Round Workstation,2nd Round Inj Weight Before,2nd Round Inj Weight After,2nd Round Inj Iso Duration,2nd Round Inj Iso Level,2nd Inj REcovery,Inj1Round,Inj1VirusStrain,Inj1StorageLocation,Inj 1 Hemisphere,Inj 1 A/P,Inj 1 M/L,Inj 1 D/V,Inj1Type,Inj1Vol,Inj1LenghtofTime,Inj1Current,Inj1AlternatingTime,Inj2Round,Inj2VirusStrain,Inj2StorageLocation,Inj 2 Hemisphere,Inj 2 A/P,Inj 2 M/L,Inj 2 D/V,Inj2Type,Inj2Vol,Inj2LenghtofTime,Inj2Current,Inj2AlternatingTime,Durotomy,Edema (Swelling),Sinus Bleed,Window Clarity,Contusion,Hematoma,Laceration,During 1st Injection,After 1st Injection,1stRoundIontoIssue,During 2nd Injection,After 2nd Injection,2nd Round Ionto Issue,Touch Up Surgeon,Touch Up Status,Touch Up  Completed,Touch Up Weight After,Issue,Exudate Severity,Eye Affected,Eye Issue,Scabbing,CAM  Health Check Surgeon,CAM Go-NoGo Comments,CAM Go-NoGO ISI,CAM Health Check (7d post op),CAM Health Comments,Wellness Comments,inj1volperdepth,Inj1Volperpress,Inj1VirusStrain_rt,Inj2VirusStrain_rt,1stRoundInjComments,1stRoundInjectionComments,2ndRoundInjComments,2ndRoungInjectionComments,HP Surgeon Comments,HPSurgeonComments,Item Type,Path
"23 deg roll, 0 deg pitch
",1891,500427HP+C Neuropixel style,Josh Wilkes,12/4/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,12/2/2019,12/6/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL/6J(VB),500427,C57BL/6J(VB)-500427,02-004-112-1805,Female,10/5/2019,Select...,18.6,20.4,4,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.499,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Severe,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/11/2019,,,,,,,,,,,,"​surgery went well. Air patch was observed at 7mm portion of cover slip. The animal was recovered due to risk of damage if the coverslip was removed
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1918,500543HP+C Neuropixel style,Jackie Swapp,12/10/2019,Josh Siegle,Severine,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,12/9/2019,12/13/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,500543,Vip-IRES-Cre;Ai32-500543,02-004-115-1805,Male,10/16/2019,SWS 1,23.5,26,2,120,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.476,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,Mild,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/17/2019,,,,,,,,,,,,"​Brain was completely flat and very pale. Sinus was pulsing during durotomy. Mouse was in recovery for 2 hours, then died.",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch
",1919,500545HP+C Neuropixel style,Josh Wilkes,12/12/2019,Josh Siegle,Severine,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,12/9/2019,12/13/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,500545,Vip-IRES-Cre;Ai32-500545,,Select...,,SWS 3,,,,,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Moderate,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/19/2019,,,,,,,,,,,,"​The animal was stopped breathing roughly 20 minutes after surgery was completed and was euthanized. A moderate sinus bleed was seen after popping the skull cap. The animals breathing was checked prior to this and was seen to be at a normal rate and intensity.​ The sinus bleed was stopped with gel foam. After the gel foam was removed much darker blood was seen from the site. the breathing rate of the animal reduced in frequency and the iso was reduced to 0 for the remainder of the durotomy. after coveslip was placed the breathing began to pick up and the iso was increased to 4. The rest of the procedure and recovery continued normally until the animal stopped breathing and was euthanized after 10 minutes of the animal not respirating. 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"23 deg roll, 0 deg pitch",1920,501604HP+C Neuropixel style,Emily Gelfand,12/10/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,12/9/2019,12/13/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,501604,Vip-IRES-Cre;Ai32-501604,02-004-116-1805,Male,10/18/2019,SWS 4,23.8,26.9,1.5,15,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.376,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/17/2019,,,,,,,,,,,,​Almost no sinus in window. Otherwise went well.,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​standard neuropixels prep
",1931,498170HP+C Neuropixel style,Kat North,12/11/2019,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,12/9/2019,12/13/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,C57BL6J (VB),498170,C57BL6J,02-004-117-1805,Male,9/28/2019,SWS 1,22.6,26,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.523,Select if applicable...,,,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/18/2019,,,,,,,,,,,,"​
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​Lateral window prep
",1939,500426HP+C Neuropixel style,Kat North,12/18/2019,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,12/16/2019,12/20/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,C57BL6J (VB),500426,C57BL6J,02-004-121-1805,Male,10/15/2019,SWS 1,23.7,26.6,2.5,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,3.994,Select if applicable...,,,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/25/2019,,,,,,,,,,,,"​6.4 degree roll, y: -0.552, x was only 0.13 because headframe was hitting the earbar
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,1940,502755HP+C Neuropixel style,Conor Grasso,12/16/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,12/16/2019,12/20/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,502755,Sst-IRES-Cre;Ai32-502755,02-004-118-1805,Male,10/29/2019,SWS 5,24.1,27.3,2,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.038,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/23/2019,,,,,,,,,,,,"Might be a bit of dura at about 6:30-7oClock at the edge of the window that could recalcify a bit. Sinus is directly under the 5mm edge, slightly visable from the window​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,1941,502953HP+C Neuropixel style,Emily Gelfand,12/16/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,12/16/2019,12/20/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,502953,Sst-IRES-Cre;Ai32-502953,02-004-119-1805,Male,10/30/2019,SWS 4,22.7,25.2,1.25,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.491,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Severe,Severe,Central,None,Mild,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/23/2019,,,,,,,,,,,,"​Put pressure on skullcap before pop, causing sinus bleed and swelling. Minor pia dmg around 11 o'clock and centrally to window. Some blood left on brain from post-rinse/pre-coverslip period.",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,1942,502958HP+C Neuropixel style,Jackie Swapp,12/17/2019,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,12/16/2019,12/20/2019,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,502958,Sst-IRES-Cre;Ai32-502958,02-004-120-1805,Female,10/30/2019,SWS 1,17.8,20.1,2,7,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.463,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Moderate,Central,None,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/24/2019,,,,,,,,,,,,"​Deep follicles near eyes, speck of something stuck to dura over sinus",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2002,505163HP+C Neuropixel style,Chelsea Nayan,1/7/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/6/2020,1/10/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57Bl6J(NP),505163,C57Bl6J(NP)-505163,02-004-124-1805,Male,11/12/2019,SWS 4,25.6,28.3,2,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.848,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Severe,None,Central,None,Mild,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/14/2020,,,,,,,,,,,,"​There is a mild laceration at 9 o'clock due to forceps during the durotomy. There are disrupted vessels throughout the window with severe swelling. Coverslip is angled due to too much swelling. Recovery was long, but was able to walk around and groom afterwards. 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2003,505164HP+C Neuropixel style,Emily Gelfand,1/7/2020,Josh Siegle,Severine,HP+C Neuropixel style,No Surgery,102-02-004-10: BTV Observatory Visual Behavior,1805,1/6/2020,1/10/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57Bl6J(NP),505164,C57Bl6J(NP)-505164,,Select...,,SWS 2,,,,,Select...,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/14/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2004,505165HP+C Neuropixel style,Conor Grasso,1/7/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/6/2020,1/10/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57Bl6J(NP),505165,C57Bl6J(NP)-505165,02-004-123-1805,Male,11/2/2019,SWS 5,24.7,27.6,2,25,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.377,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/14/2020,,,,,,,,,,,,"Bregma lambda is 4.377mm. Surgery went well but at about 2oclock there was some bleeding which clotted very quickly, causing blood to build up over most of the brain. No damage to cortex was observed and blood should reabsorb​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2019,505167HP+C Neuropixel style,Josh Wilkes,1/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/13/2020,1/17/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57Bl6J(NP),505167,C57Bl6J(NP)-505167,02-004-125-1805,Male,11/12/2019,SWS 3,22,24.2,3,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.604,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Severe,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/20/2020,,,,,,,,,,,,"​Surgery went well. possible damage with scissors 6 o'clock position

",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2020,505491HP+C Neuropixel style,Jackie Swapp,1/14/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/13/2020,1/17/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,505491,Sst-IRES-Cre;Ai32-505491,02-004-127-1805,Female,11/14/2019,SWS 1,21.5,24,2,7,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.452,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Moderate,Central,Mild,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/21/2020,,,,,,,,,,,,"​Bruising/bleed along edge from 6 to 9, moderate bleed, hail mary",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2021,506798HP+C Neuropixel style,Josh Wilkes,1/21/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/20/2020,1/24/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,506798,Sst-IRES-Cre;Ai32-506798,02-004-128-1805,Male,11/24/2019,SWS 3,22.5,24.9,3,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.384,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,None,Central,None,None,Severe,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/28/2020,,,,,,,,,,,,"​forceps lacerated the center of the cortex during pop. possible damage at the 6 and 1 o clock position that occured during pop
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2023,506940HP+C Neuropixel style,Chelsea Nayan,1/16/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/13/2020,1/17/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,506940,Vip-IRES-Cre;Ai32-506940,02-004-129-1805,Male,11/25/2019,SWS 4,24.3,27.3,3,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.633,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/23/2020,,,,,,,,,,,,"Some dura around 3-6 and then 9 o'clock due to vessel attachments. Recovery took a little longer than expected. 

",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​standard neuropixels prep
",2039,502693HP+C Neuropixel style,Kat North,1/21/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/13/2020,1/17/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior 2,C57BL6J (VB),502693,C57BL6J,02-004-126-1805,Male,10/28/2019,SWS 1,28.4,31.6,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.49,Select if applicable...,,,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/28/2020,,,,,,,,,,,,"​Surgery went well
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2051,506939HP+C Neuropixel style,Robert Howard,1/22/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/20/2020,1/24/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,506939,Vip-IRES-Cre;Ai32-506939,02-004-130-1805,Male,11/25/2019,SWS 7,23,25.9,2,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.523,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/29/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2052,506941HP+C Neuropixel style,Conor Grasso,1/23/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/20/2020,1/24/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,506941,Vip-IRES-Cre;Ai32-506941,02-004-131-1805,Female,11/25/2019,SWS 5,18.8,21.6,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.349,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,1/30/2020,,,,,,,,,,,,"No initial bleed from the sinus, but a very slow but steady ​bleed was present. No damage visable before lowering the coverslip, but after compression, some hematomas formed around the edges of the window. ALMOST put white metabond over coverslip but caught myself at the last second, still some residual metabond on the posterior side of the coverslip but i removed anything that couldve formed a seal.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2068,509651HP+C Neuropixel style,Josh Wilkes,1/28/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,1/27/2020,1/31/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57Bl6J (NP),509651,C57Bl6J (NP)-509651,02-004-133-1805,Male,12/13/2019,SWS 2,23.5,25,2.5,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.66,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,2/4/2020,,,,,,,,,,,,"​went well
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
